individual_id,date,growth_form,stem_diameter
NEON.PLA.D16.WREF.05528,2021-03-01,small tree,1
NEON.PLA.D16.WREF.03630,2022-09-28,single bole tree,25.5
NEON.PLA.D16.WREF.08610,2022-11-08,single bole tree,33.1
NEON.PLA.D16.WREF.02456,2020-12-16,single bole tree,16.9
NEON.PLA.D16.WREF.07750,2022-10-26,single bole tree,35.5
NEON.PLA.D16.WREF.03245,2023-10-04,small tree,2.4
NEON.PLA.D16.WREF.07620,2022-10-26,single shrub,1.8
NEON.PLA.D16.WREF.05702,2022-09-21,single bole tree,60.7
NEON.PLA.D16.WREF.02216,2021-03-01,single bole tree,27.6
NEON.PLA.D16.WREF.05399,2021-04-05,small tree,2.5
NEON.PLA.D16.WREF.04654,2017-10-23,single bole tree,11.4
NEON.PLA.D16.WREF.03459,2017-11-01,single bole tree,28.7
NEON.PLA.D16.WREF.04984,2022-09-21,single bole tree,66.2
NEON.PLA.D16.WREF.05829,2019-11-27,small tree,3.7
NEON.PLA.D16.WREF.05334,2023-10-17,single bole tree,30.5
NEON.PLA.D16.WREF.05374,2021-04-05,single bole tree,23.4
NEON.PLA.D16.WREF.09123,2022-11-14,single bole tree,13.3
NEON.PLA.D16.WREF.03646,2017-11-01,small tree,3.7
NEON.PLA.D16.WREF.04687,2020-11-02,multi-bole tree,10.1
NEON.PLA.D16.WREF.02458,2017-10-27,single bole tree,42.8
NEON.PLA.D16.WREF.05772,2020-10-07,single bole tree,14.7
NEON.PLA.D16.WREF.04503,2023-10-26,single bole tree,97.8
NEON.PLA.D16.WREF.03674,2023-10-04,single bole tree,24.1
NEON.PLA.D16.WREF.04531,2020-10-28,small tree,3.1
NEON.PLA.D16.WREF.04310,2021-10-25,small tree,5.1
NEON.PLA.D16.WREF.09764,2019-12-05,single bole tree,63.5
NEON.PLA.D16.WREF.04037,2021-03-01,small tree,3
NEON.PLA.D16.WREF.04979,2021-04-06,small tree,4.1
NEON.PLA.D16.WREF.03706,2019-12-03,single bole tree,37
NEON.PLA.D16.WREF.07202,2019-11-25,single shrub,1.4
NEON.PLA.D16.WREF.04102,2020-10-01,small tree,5
NEON.PLA.D16.WREF.07548,2019-12-02,single bole tree,66.7
NEON.PLA.D16.WREF.05781,2022-09-22,single bole tree,29.9
NEON.PLA.D16.WREF.05076,2022-10-27,single bole tree,14.5
NEON.PLA.D16.WREF.07106,2022-10-10,single bole tree,17.5
NEON.PLA.D16.WREF.04512,2020-10-28,small tree,9.8
NEON.PLA.D16.WREF.02381,2020-10-22,small tree,2.1
NEON.PLA.D16.WREF.09788,2019-12-05,single bole tree,58.8
NEON.PLA.D16.WREF.04630,2021-10-25,single bole tree,108.7
NEON.PLA.D16.WREF.05733,2021-10-14,single bole tree,24.4
NEON.PLA.D16.WREF.02359,2017-11-01,single bole tree,44.8
NEON.PLA.D16.WREF.02241,2023-10-30,single bole tree,65
