individual_id,date,growth_form,stem_diameter
NEON.PLA.D16.WREF.02495,2017-10-27,small tree,7.4
NEON.PLA.D16.WREF.02263,2021-04-05,small tree,1.2
NEON.PLA.D16.WREF.03245,2020-10-21,small tree,1.9
NEON.PLA.D16.WREF.04193,2024-09-16,single bole tree,66.3
NEON.PLA.D16.WREF.03679,2024-08-21,single bole tree,47
NEON.PLA.D16.WREF.02343,2017-10-31,single bole tree,37.9
NEON.PLA.D16.WREF.04951,2017-10-16,single bole tree,43.6
NEON.PLA.D16.WREF.03405,2021-04-05,single bole tree,29
NEON.PLA.D16.WREF.02213,2021-01-25,single bole tree,59.7
NEON.PLA.D16.WREF.04693,2020-11-02,small tree,1.6
NEON.PLA.D16.WREF.09783,2019-12-05,single bole tree,86.3
NEON.PLA.D16.WREF.04790,2017-10-17,small tree,1
NEON.PLA.D16.WREF.03713,2023-10-17,single bole tree,20.5
NEON.PLA.D16.WREF.04482,2017-10-26,small tree,2.3
NEON.PLA.D16.WREF.03435,2022-09-28,single bole tree,29.8
NEON.PLA.D16.WREF.03648,2021-10-18,small tree,2.7
NEON.PLA.D16.WREF.05669,2023-05-16,single bole tree,17.6
NEON.PLA.D16.WREF.04628,2023-10-24,single bole tree,125.5
NEON.PLA.D16.WREF.04804,2024-09-17,single bole tree,107.9
NEON.PLA.D16.WREF.04871,2021-04-06,small tree,2.6
NEON.PLA.D16.WREF.04232,2020-09-30,small tree,2.4
NEON.PLA.D16.WREF.04637,2022-10-13,multi-bole tree,18.2
NEON.PLA.D16.WREF.03628,2019-12-03,single bole tree,30.5
NEON.PLA.D16.WREF.03678,2024-08-21,single bole tree,32
NEON.PLA.D16.WREF.04490,2023-09-18,single bole tree,28.6
NEON.PLA.D16.WREF.04492,2021-03-01,single bole tree,12.3
NEON.PLA.D16.WREF.04641,2021-10-25,single bole tree,30.5
NEON.PLA.D16.WREF.04738,2021-04-02,single bole tree,42.3
NEON.PLA.D16.WREF.04668,2021-10-25,multi-bole tree,10.5
NEON.PLA.D16.WREF.03680,2023-10-04,single bole tree,16
NEON.PLA.D16.WREF.04185,2023-10-25,single bole tree,22.1
NEON.PLA.D16.WREF.05768,2022-09-22,small tree,5.8
NEON.PLA.D16.WREF.05833,2019-11-27,small tree,3
NEON.PLA.D16.WREF.05831,2019-11-27,small tree,6.1
NEON.PLA.D16.WREF.05498,2017-10-23,small tree,1.6
NEON.PLA.D16.WREF.05777,2017-10-26,small tree,7.8
NEON.PLA.D16.WREF.04938,2021-04-06,single bole tree,11.4
NEON.PLA.D16.WREF.04462,2023-09-18,small tree,3.8
NEON.PLA.D16.WREF.05725,2020-10-19,small tree,2.2
NEON.PLA.D16.WREF.02367,2017-11-01,single bole tree,20.5
NEON.PLA.D16.WREF.04380,2021-04-02,single bole tree,21.9
NEON.PLA.D16.WREF.03434,2024-09-04,single bole tree,24.1
NEON.PLA.D16.WREF.03644,2020-09-03,small tree,5.3
NEON.PLA.D16.WREF.02359,2020-10-22,single bole tree,46.3
NEON.PLA.D16.WREF.03280,2020-10-14,single bole tree,14.7
NEON.PLA.D16.WREF.04406,2021-10-14,single bole tree,32
NEON.PLA.D16.WREF.04468,2021-10-14,single bole tree,21.3
NEON.PLA.D16.WREF.05465,2017-10-31,multi-bole tree,19.9
NEON.PLA.D16.WREF.05777,2019-11-18,small tree,7.5
NEON.PLA.D16.WREF.03658,2022-10-12,single bole tree,73
NEON.PLA.D16.WREF.04617,2019-12-09,single bole tree,56.8
NEON.PLA.D16.WREF.06000,2021-10-25,single bole tree,10.8
