individual_id,date,growth_form,stem_diameter
NEON.PLA.D16.WREF.04459,2024-08-20,single bole tree,10.3
NEON.PLA.D16.WREF.05750,2019-11-18,small tree,1.6
NEON.PLA.D16.WREF.03667,2019-12-04,single bole tree,23.5
NEON.PLA.D16.WREF.07676,2019-11-20,single bole tree,27.2
NEON.PLA.D16.WREF.04475,2019-11-19,single bole tree,14.9
NEON.PLA.D16.WREF.02346,2021-04-05,single bole tree,33.5
NEON.PLA.D16.WREF.02491,2017-10-27,small tree,3.7
NEON.PLA.D16.WREF.04124,2020-09-30,small tree,4.1
NEON.PLA.D16.WREF.02362,2017-11-01,single bole tree,16.9
NEON.PLA.D16.WREF.05504,2021-03-01,single bole tree,20.3
NEON.PLA.D16.WREF.05863,2019-11-25,single bole tree,19.6
NEON.PLA.D16.WREF.05489,2017-10-31,small tree,2.7
NEON.PLA.D16.WREF.04530,2023-10-25,small tree,2.6
NEON.PLA.D16.WREF.04399,2021-03-23,single bole tree,72.6
NEON.PLA.D16.WREF.05381,2021-04-05,single bole tree,15.3
NEON.PLA.D16.WREF.05468,2021-04-05,single bole tree,15.6
NEON.PLA.D16.WREF.03230,2021-10-19,single bole tree,43
NEON.PLA.D16.WREF.04307,2022-10-13,single bole tree,99.1
NEON.PLA.D16.WREF.03720,2022-09-28,single bole tree,14.6
NEON.PLA.D16.WREF.02376,2020-10-22,small tree,3.5
NEON.PLA.D16.WREF.05377,2017-10-31,single bole tree,15
NEON.PLA.D16.WREF.07667,2019-11-20,single bole tree,14.1
NEON.PLA.D16.WREF.03411,2021-04-05,single bole tree,29.7
NEON.PLA.D16.WREF.02129,2017-10-23,single bole tree,80.7
NEON.PLA.D16.WREF.09151,2019-12-04,multi-bole tree,16.2
NEON.PLA.D16.WREF.03644,2017-11-01,small tree,4.8
NEON.PLA.D16.WREF.04980,2021-04-06,small tree,9.9
NEON.PLA.D16.WREF.07611,2022-10-26,single shrub,1.9
NEON.PLA.D16.WREF.02136,2017-10-26,small tree,4.3
NEON.PLA.D16.WREF.02019,2020-10-22,small tree,1.7
NEON.PLA.D16.WREF.09188,2019-12-03,single bole tree,12.6
NEON.PLA.D16.WREF.04401,2023-09-19,single bole tree,19.7
NEON.PLA.D16.WREF.04684,2021-10-25,small tree,1.7
NEON.PLA.D16.WREF.04359,2017-10-20,single bole tree,100.8
NEON.PLA.D16.WREF.03292,2020-10-14,single bole tree,12
NEON.PLA.D16.WREF.04275,2020-09-30,small tree,5.8
NEON.PLA.D16.WREF.05237,2021-04-05,small tree,4
NEON.PLA.D16.WREF.02286,2017-10-31,small tree,7.6
NEON.PLA.D16.WREF.05852,2019-11-20,single bole tree,57.3
NEON.PLA.D16.WREF.05051,2019-11-14,single bole tree,24.8
NEON.PLA.D16.WREF.03426,2019-12-03,single bole tree,46.2
NEON.PLA.D16.WREF.03264,2019-12-04,single bole tree,20.4
NEON.PLA.D16.WREF.02441,2017-10-26,small tree,3.9
NEON.PLA.D16.WREF.07696,2019-11-20,single shrub,1
NEON.PLA.D16.WREF.04696,2022-10-18,single bole tree,44.5
NEON.PLA.D16.WREF.08702,2022-10-19,single bole tree,17.3
NEON.PLA.D16.WREF.03205,2019-12-04,single bole tree,39.5
NEON.PLA.D16.WREF.03271,2020-10-14,single bole tree,50.4
NEON.PLA.D16.WREF.07706,2019-11-27,single bole tree,45.2
NEON.PLA.D16.WREF.03655,2023-10-17,single bole tree,22.1
NEON.PLA.D16.WREF.07224,2022-10-27,single bole tree,10.7
NEON.PLA.D16.WREF.04675,2022-10-13,single bole tree,39
NEON.PLA.D16.WREF.04115,2017-10-24,small tree,5.4
NEON.PLA.D16.WREF.04310,2017-10-25,small tree,8.3
NEON.PLA.D16.WREF.04470,2019-11-19,single bole tree,29.9
NEON.PLA.D16.WREF.03451,2022-09-28,single bole tree,29.1
NEON.PLA.D16.WREF.03422,2017-10-31,small tree,2.8
