individual_id,date,growth_form,stem_diameter
NEON.PLA.D16.WREF.04190,2020-10-28,single bole tree,90.6
NEON.PLA.D16.WREF.05240,2017-10-31,single bole tree,26.6
NEON.PLA.D16.WREF.08899,2019-12-04,small tree,5.3
NEON.PLA.D16.WREF.04306,2017-10-25,single bole tree,48
NEON.PLA.D16.WREF.04099,2017-10-17,single bole tree,19.3
NEON.PLA.D16.WREF.07508,2023-05-16,single bole tree,42.5
NEON.PLA.D16.WREF.02252,2017-10-31,single bole tree,109.5
NEON.PLA.D16.WREF.03635,2017-11-01,single bole tree,34.8
NEON.PLA.D16.WREF.05144,2021-10-21,single bole tree,65.5
NEON.PLA.D16.WREF.04811,2017-10-18,small tree,4.9
NEON.PLA.D16.WREF.05253,2021-03-30,single bole tree,26.8
NEON.PLA.D16.WREF.04818,2021-04-01,small tree,2.5
NEON.PLA.D16.WREF.05760,2021-10-14,single bole tree,21.2
NEON.PLA.D16.WREF.04188,2023-10-25,single bole tree,78.4
NEON.PLA.D16.WREF.03636,2023-10-17,single bole tree,12.2
NEON.PLA.D16.WREF.04803,2024-09-17,single bole tree,136.4
NEON.PLA.D16.WREF.02312,2021-04-05,single shrub,1.1
NEON.PLA.D16.WREF.05689A,2019-07-22,multi-bole tree,54.8
NEON.PLA.D16.WREF.04123,2017-10-24,small tree,7.9
NEON.PLA.D16.WREF.02426,2021-03-01,small tree,8.3
NEON.PLA.D16.WREF.05702,2017-10-30,single bole tree,59
NEON.PLA.D16.WREF.07212,2019-11-25,small tree,2.9
NEON.PLA.D16.WREF.03289,2020-10-14,single bole tree,104.5
NEON.PLA.D16.WREF.04733,2017-10-24,small tree,5.5
NEON.PLA.D16.WREF.04442,2024-08-20,single bole tree,34.2
NEON.PLA.D16.WREF.03714,2024-09-04,single bole tree,18.5
NEON.PLA.D16.WREF.03624,2024-09-04,single bole tree,20.8
NEON.PLA.D16.WREF.05748,2021-10-14,single bole tree,36.7
NEON.PLA.D16.WREF.05798A,2021-03-01,multi-bole tree,15.2
NEON.PLA.D16.WREF.09974,2023-10-17,small tree,6
NEON.PLA.D16.WREF.05125,2017-10-23,small tree,1
NEON.PLA.D16.WREF.02005,2020-10-22,small tree,3.4
NEON.PLA.D16.WREF.04408,2023-09-19,single bole tree,35.9
NEON.PLA.D16.WREF.04640,2019-12-09,single bole tree,20.8
NEON.PLA.D16.WREF.03234,2020-10-21,single bole tree,16.6
NEON.PLA.D16.WREF.05258,2017-10-30,single bole tree,21.3
NEON.PLA.D16.WREF.04767,2020-10-14,small tree,3.2
NEON.PLA.D16.WREF.03720,2024-09-04,single bole tree,14.7
NEON.PLA.D16.WREF.03721,2021-10-18,small tree,3.7
NEON.PLA.D16.WREF.04962,2021-04-06,small tree,8.2
NEON.PLA.D16.WREF.09767,2019-12-05,single shrub,2.2
NEON.PLA.D16.WREF.04911,2021-04-01,single bole tree,32.5
NEON.PLA.D16.WREF.03407,2021-04-05,single bole tree,17
NEON.PLA.D16.WREF.03459,2024-09-09,single bole tree,30.2
NEON.PLA.D16.WREF.04752,2017-10-20,single bole tree,69.7
NEON.PLA.D16.WREF.02350,2017-10-31,single bole tree,56.7
NEON.PLA.D16.WREF.05245,2017-10-30,single bole tree,48.3
NEON.PLA.D16.WREF.08747,2019-11-14,single bole tree,23.2
NEON.PLA.D16.WREF.04191,2021-10-27,single bole tree,11.5
NEON.PLA.D16.WREF.03299,2020-10-14,small tree,3.2
NEON.PLA.D16.WREF.07203,2022-10-26,small tree,2.7
NEON.PLA.D16.WREF.03713,2021-10-18,single bole tree,20.4
NEON.PLA.D16.WREF.08375,2022-10-04,small tree,1.6
NEON.PLA.D16.WREF.04724,2017-10-24,small tree,1.1
NEON.PLA.D16.WREF.03646,2019-12-03,small tree,3.7
NEON.PLA.D16.WREF.05776,2024-08-20,small tree,9.9
NEON.PLA.D16.WREF.09167,2019-12-03,single bole tree,101.9
NEON.PLA.D16.WREF.02033,2017-11-01,single bole tree,38
NEON.PLA.D16.WREF.03468,2020-09-03,single bole tree,35
NEON.PLA.D16.WREF.03291,2020-10-14,single bole tree,13.6
NEON.PLA.D16.WREF.05462,2017-10-31,small tree,3.1
NEON.PLA.D16.WREF.04310,2022-10-13,small tree,5.5
