individual_id,date,growth_form,stem_diameter
NEON.PLA.D16.WREF.04446,2024-08-19,small tree,6
NEON.PLA.D16.WREF.07696,2022-10-26,single shrub,1.1
NEON.PLA.D16.WREF.05751,2022-09-22,small tree,6
NEON.PLA.D16.WREF.04143,2020-09-30,small tree,3.6
NEON.PLA.D16.WREF.09156,2022-11-14,single bole tree,34
NEON.PLA.D16.WREF.04004,2017-10-25,multi-bole tree,10.8
NEON.PLA.D16.WREF.04478,2021-10-14,small tree,3.1
NEON.PLA.D16.WREF.05793,2017-10-25,single bole tree,13.2
NEON.PLA.D16.WREF.04657,2019-12-09,single bole tree,20.8
NEON.PLA.D16.WREF.04682,2020-11-02,single bole tree,51.8
NEON.PLA.D16.WREF.04690,2020-11-02,small tree,5.4
NEON.PLA.D16.WREF.02212,2017-10-26,single bole tree,19.9
NEON.PLA.D16.WREF.04176,2021-04-06,small tree,5.5
NEON.PLA.D16.WREF.03215,2023-10-04,small tree,8
NEON.PLA.D16.WREF.07114,2022-10-10,single bole tree,11.6
NEON.PLA.D16.WREF.04442,2021-10-14,single bole tree,33.9
NEON.PLA.D16.WREF.03681,2017-10-25,single bole tree,19.7
NEON.PLA.D16.WREF.05755,2023-09-19,single bole tree,29.8
NEON.PLA.D16.WREF.02350,2022-09-21,single bole tree,58.7
NEON.PLA.D16.WREF.04236,2017-10-24,small tree,2.9
NEON.PLA.D16.WREF.05772,2017-10-26,single bole tree,14.2
NEON.PLA.D16.WREF.04907,2024-09-17,single bole tree,82.7
NEON.PLA.D16.WREF.04466,2020-10-19,single bole tree,12.9
NEON.PLA.D16.WREF.04104,2022-10-25,single bole tree,81
NEON.PLA.D16.WREF.07891,2022-10-26,single bole tree,22.2
NEON.PLA.D16.WREF.05790,2021-03-01,single bole tree,16.5
NEON.PLA.D16.WREF.04646,2019-12-09,single bole tree,30.8
NEON.PLA.D16.WREF.03673,2017-10-25,single bole tree,51.3
NEON.PLA.D16.WREF.04639,2019-12-09,single bole tree,61.1
NEON.PLA.D16.WREF.03672,2023-10-04,single bole tree,18.7
NEON.PLA.D16.WREF.08739,2019-11-14,single bole tree,13
NEON.PLA.D16.WREF.03427,2022-09-28,single bole tree,16.5
NEON.PLA.D16.WREF.04806,2024-09-17,single bole tree,88.1
NEON.PLA.D16.WREF.09175,2022-10-27,small tree,1.7
NEON.PLA.D16.WREF.07122,2019-11-13,small tree,2.1
NEON.PLA.D16.WREF.03442,2021-10-14,small tree,7.7
NEON.PLA.D16.WREF.03455,2022-09-28,single bole tree,17
NEON.PLA.D16.WREF.05595,2017-10-24,small tree,3.4
NEON.PLA.D16.WREF.07517,2023-05-16,single bole tree,24.5
NEON.PLA.D16.WREF.04626,2022-10-17,single bole tree,19.4
NEON.PLA.D16.WREF.03713,2019-12-03,single bole tree,20.8
NEON.PLA.D16.WREF.09119,2022-11-14,single bole tree,14.2
NEON.PLA.D16.WREF.03236,2020-10-21,single bole tree,16.6
NEON.PLA.D16.WREF.04310,2024-09-09,small tree,4.4
NEON.PLA.D16.WREF.05804,2019-07-22,small tree,1.7
NEON.PLA.D16.WREF.02189,2020-11-03,single bole tree,12.7
NEON.PLA.D16.WREF.03236,2024-08-21,single bole tree,17
NEON.PLA.D16.WREF.04640,2021-10-25,single bole tree,20.4
NEON.PLA.D16.WREF.03220,2017-10-25,single bole tree,47.4
NEON.PLA.D16.WREF.03672,2024-08-21,single bole tree,18.7
NEON.PLA.D16.WREF.03242,2019-12-04,small tree,4
NEON.PLA.D16.WREF.03263,2024-08-21,small tree,4.6
NEON.PLA.D16.WREF.02326,2017-10-31,single bole tree,12
NEON.PLA.D16.WREF.09117,2022-11-14,single bole tree,13.3
NEON.PLA.D16.WREF.05728,2019-11-18,small tree,8.6
NEON.PLA.D16.WREF.04151,2017-10-20,small tree,4.8
NEON.PLA.D16.WREF.04890,2023-10-30,single bole tree,93.8
NEON.PLA.D16.WREF.04688,2017-10-23,small tree,1.6
NEON.PLA.D16.WREF.08674,2022-10-19,single bole tree,28.5
NEON.PLA.D16.WREF.05683,2019-12-03,single bole tree,52.4
NEON.PLA.D16.WREF.07609,2019-11-25,small tree,2.5
NEON.PLA.D16.WREF.04688,2024-09-11,small tree,2.9
NEON.PLA.D16.WREF.04693,2024-09-11,small tree,1.6
NEON.PLA.D16.WREF.05769,2017-10-26,single bole tree,29.8
NEON.PLA.D16.WREF.02025,2017-11-01,single bole tree,44.4
NEON.PLA.D16.WREF.07742,2019-11-25,single bole tree,12.8
NEON.PLA.D16.WREF.04698,2019-12-05,single bole tree,18.5
