individual_id,date,growth_form,stem_diameter
NEON.PLA.D16.WREF.04721,2020-09-30,small tree,1.6
NEON.PLA.D16.WREF.07654,2019-11-20,single bole tree,11.7
NEON.PLA.D16.WREF.04435,2024-08-19,single bole tree,35.6
NEON.PLA.D16.WREF.04889,2017-10-16,small tree,6.1
NEON.PLA.D16.WREF.05232,2021-04-05,small tree,3.3
NEON.PLA.D16.WREF.07593,2022-10-05,single bole tree,15.2
NEON.PLA.D16.WREF.07673,2022-10-19,single bole tree,14.7
NEON.PLA.D16.WREF.04687,2019-12-09,small tree,8
NEON.PLA.D16.WREF.04528,2020-10-28,small tree,2.4
NEON.PLA.D16.WREF.04693,2021-10-25,small tree,1.6
NEON.PLA.D16.WREF.02418,2021-03-01,single bole tree,25.9
NEON.PLA.D16.WREF.08734,2022-10-10,single bole tree,16.4
NEON.PLA.D16.WREF.04156,2021-04-06,small tree,1.8
NEON.PLA.D16.WREF.04305,2021-03-01,single bole tree,29.8
NEON.PLA.D16.WREF.04140,2017-10-24,small tree,2.8
NEON.PLA.D16.WREF.03632,2022-09-28,single bole tree,22
NEON.PLA.D16.WREF.03980,2019-12-03,small tree,8.1
NEON.PLA.D16.WREF.04483,2021-10-14,small tree,5.2
NEON.PLA.D16.WREF.04474,2020-10-19,single bole tree,15.5
NEON.PLA.D16.WREF.07474B,2019-12-05,multi-bole tree,4.9
NEON.PLA.D16.WREF.04310,2024-09-09,small tree,8.1
NEON.PLA.D16.WREF.03669,2023-10-04,multi-bole tree,52
NEON.PLA.D16.WREF.04657,2020-11-02,single bole tree,21.5
NEON.PLA.D16.WREF.03225,2021-10-19,single bole tree,14.4
NEON.PLA.D16.WREF.03654,2019-12-03,single bole tree,21.3
NEON.PLA.D16.WREF.03677,2019-12-04,single bole tree,27.8
NEON.PLA.D16.WREF.04707,2020-09-30,small tree,2.5
NEON.PLA.D16.WREF.04360,2017-10-20,single bole tree,144.2
NEON.PLA.D16.WREF.02478,2020-11-04,small tree,2.1
NEON.PLA.D16.WREF.05784,2021-03-01,single bole tree,11.7
NEON.PLA.D16.WREF.03793,2022-09-28,single bole tree,14.5
NEON.PLA.D16.WREF.04150,2017-10-20,single bole tree,42.5
NEON.PLA.D16.WREF.04635,2017-10-23,single bole tree,14.4
NEON.PLA.D16.WREF.03652,2022-09-28,single bole tree,33.7
NEON.PLA.D16.WREF.03655,2022-09-28,single bole tree,22.2
NEON.PLA.D16.WREF.05380,2017-10-31,single bole tree,32.7
NEON.PLA.D16.WREF.07258,2022-10-27,multi-bole tree,15.6
NEON.PLA.D16.WREF.02032,2017-11-01,single bole tree,16.2
NEON.PLA.D16.WREF.05778,2021-10-14,single bole tree,40.3
NEON.PLA.D16.WREF.04468,2024-08-20,single bole tree,21.3
NEON.PLA.D16.WREF.02249,2017-10-30,single bole tree,15.8
NEON.PLA.D16.WREF.07756,2019-11-25,single bole tree,24
NEON.PLA.D16.WREF.04409,2024-08-19,single bole tree,38.9
NEON.PLA.D16.WREF.04807,2023-10-30,single bole tree,121.2
NEON.PLA.D16.WREF.02107,2021-03-01,small tree,3.2
NEON.PLA.D16.WREF.03664,2019-12-04,single bole tree,63.4
NEON.PLA.D16.WREF.03423,2017-11-01,single bole tree,15
NEON.PLA.D16.WREF.04312,2024-09-11,small tree,6.9
NEON.PLA.D16.WREF.04675,2017-10-23,single bole tree,36.9
NEON.PLA.D16.WREF.05294,2021-04-05,single bole tree,40.7
NEON.PLA.D16.WREF.05579,2020-09-30,small tree,2.2
NEON.PLA.D16.WREF.05760,2023-09-18,single bole tree,21.2
