individual_id,date,growth_form,stem_diameter
NEON.PLA.D16.WREF.05230,2021-04-05,small tree,2.9
NEON.PLA.D16.WREF.03441,2023-10-17,small tree,7.1
NEON.PLA.D16.WREF.03217,2021-10-19,multi-bole tree,10.8
NEON.PLA.D16.WREF.05778,2024-08-20,single bole tree,41.1
NEON.PLA.D16.WREF.05555,2017-10-24,small tree,2.4
NEON.PLA.D16.WREF.03629,2024-09-04,single bole tree,13
NEON.PLA.D16.WREF.07748,2019-11-25,single bole tree,27.3
NEON.PLA.D16.WREF.04698,2021-10-27,single bole tree,17.5
NEON.PLA.D16.WREF.04224,2020-09-30,small tree,3.2
NEON.PLA.D16.WREF.02306,2021-04-05,single bole tree,58.8
NEON.PLA.D16.WREF.04954,2017-10-16,single bole tree,77.7
NEON.PLA.D16.WREF.05668A,2023-05-16,multi-bole tree,18.9
NEON.PLA.D16.WREF.03217A,2019-12-04,multi-bole tree,7.5
NEON.PLA.D16.WREF.02276,2017-10-31,small tree,1.5
NEON.PLA.D16.WREF.03461,2017-11-01,single bole tree,28
NEON.PLA.D16.WREF.05097,2019-11-13,single bole tree,10.5
NEON.PLA.D16.WREF.03289,2017-10-20,single bole tree,103.8
NEON.PLA.D16.WREF.04027,2017-10-25,small tree,3.9
NEON.PLA.D16.WREF.03716,2024-09-04,small tree,9.9
NEON.PLA.D16.WREF.04606,2020-11-03,small tree,7.5
NEON.PLA.D16.WREF.02096,2017-11-01,small tree,1.6
NEON.PLA.D16.WREF.04189,2024-09-16,single bole tree,21.6
NEON.PLA.D16.WREF.07244,2022-10-27,single bole tree,11
NEON.PLA.D16.WREF.05471,2017-10-31,small tree,1.8
NEON.PLA.D16.WREF.07696,2022-10-26,single shrub,1.1
NEON.PLA.D16.WREF.04191,2023-10-25,single bole tree,11.5
NEON.PLA.D16.WREF.05719,2020-10-07,small tree,7.6
NEON.PLA.D16.WREF.05755,2024-08-20,single bole tree,30.1
NEON.PLA.D16.WREF.04952,2021-04-06,single bole tree,14.4
NEON.PLA.D16.WREF.04551,2023-10-30,single bole tree,55.9
NEON.PLA.D16.WREF.02161,2017-10-26,small tree,6.4
NEON.PLA.D16.WREF.05764,2020-10-07,small tree,6
NEON.PLA.D16.WREF.04630,2020-10-29,single bole tree,108
NEON.PLA.D16.WREF.09171,2022-10-27,single bole tree,14.2
NEON.PLA.D16.WREF.05043,2019-11-14,single bole tree,14.7
NEON.PLA.D16.WREF.07707,2019-11-27,single bole tree,52.5
NEON.PLA.D16.WREF.03455,2021-10-18,single bole tree,16.8
NEON.PLA.D16.WREF.05781,2024-08-20,single bole tree,30.5
NEON.PLA.D16.WREF.04409,2022-09-22,single bole tree,38.7
NEON.PLA.D16.WREF.04520,2023-10-25,small tree,6.7
NEON.PLA.D16.WREF.02276,2021-04-05,small tree,1.6
NEON.PLA.D16.WREF.05386,2021-04-05,single bole tree,19.1
NEON.PLA.D16.WREF.04245,2020-09-30,small tree,1.4
NEON.PLA.D16.WREF.03430,2021-10-14,single bole tree,35.1
NEON.PLA.D16.WREF.05780,2021-10-14,small tree,4.9
NEON.PLA.D16.WREF.02403,2021-03-01,small tree,4.2
NEON.PLA.D16.WREF.03682,2021-10-21,single bole tree,14.9
NEON.PLA.D16.WREF.04656,2020-11-02,single bole tree,27.7
NEON.PLA.D16.WREF.03278,2017-10-20,single bole tree,92.1
NEON.PLA.D16.WREF.02101,2020-11-03,single bole tree,80.5
NEON.PLA.D16.WREF.03649,2020-09-03,small tree,6
NEON.PLA.D16.WREF.04522,2024-09-16,small tree,9.2
NEON.PLA.D16.WREF.03658,2020-10-21,single bole tree,71.9
NEON.PLA.D16.WREF.02179,2017-10-25,small tree,3.3
NEON.PLA.D16.WREF.03284,2024-09-24,single bole tree,109.7
