individual_id,date,growth_form,stem_diameter
NEON.PLA.D16.WREF.04641,2017-10-23,single bole tree,30.1
NEON.PLA.D16.WREF.03439,2023-10-17,single bole tree,10.5
NEON.PLA.D16.WREF.03461,2021-10-18,single bole tree,27.1
NEON.PLA.D16.WREF.04512,2021-10-27,small tree,9.7
NEON.PLA.D16.WREF.07505,2023-05-16,single bole tree,35.4
NEON.PLA.D16.WREF.04950,2017-10-16,small tree,3.7
NEON.PLA.D16.WREF.04404,2020-10-19,single bole tree,14.5
NEON.PLA.D16.WREF.04463,2023-09-19,single bole tree,10.4
NEON.PLA.D16.WREF.04647,2021-10-25,single bole tree,22.5
NEON.PLA.D16.WREF.08590,2020-12-16,single bole tree,10.3
NEON.PLA.D16.WREF.02034,2020-10-22,single bole tree,26.5
NEON.PLA.D16.WREF.09116,2019-12-04,single bole tree,24.6
NEON.PLA.D16.WREF.04637,2023-10-24,multi-bole tree,18.2
NEON.PLA.D16.WREF.04528,2022-10-18,small tree,2.8
NEON.PLA.D16.WREF.04202,2020-09-30,small tree,4.8
NEON.PLA.D16.WREF.05749,2019-11-18,small tree,6.4
NEON.PLA.D16.WREF.07830,2019-12-02,single bole tree,13.2
NEON.PLA.D16.WREF.03441,2020-09-03,small tree,6.6
NEON.PLA.D16.WREF.04429,2023-09-18,single bole tree,18.1
NEON.PLA.D16.WREF.04638,2023-10-24,single bole tree,36.9
NEON.PLA.D16.WREF.05081,2019-11-13,single bole tree,11.4
NEON.PLA.D16.WREF.04487,2017-10-26,small tree,2.5
NEON.PLA.D16.WREF.05283,2021-04-05,single bole tree,40
NEON.PLA.D16.WREF.03435,2017-11-01,single bole tree,28.9
NEON.PLA.D16.WREF.05485,2021-04-05,single bole tree,17.2
NEON.PLA.D16.WREF.03469,2020-09-03,single bole tree,78.5
NEON.PLA.D16.WREF.08748,2022-10-10,single bole tree,24.6
NEON.PLA.D16.WREF.04807,2024-09-17,single bole tree,121.4
NEON.PLA.D16.WREF.09113A,2022-11-14,multi-bole tree,39.3
NEON.PLA.D16.WREF.03438,2021-10-14,single bole tree,18.5
NEON.PLA.D16.WREF.04850,2021-04-06,small tree,4.6
NEON.PLA.D16.WREF.07458,2023-09-18,small tree,5.5
NEON.PLA.D16.WREF.03675,2021-10-21,single bole tree,20.7
NEON.PLA.D16.WREF.05767,2017-10-26,single bole tree,11.7
NEON.PLA.D16.WREF.07761,2022-10-27,small tree,3.7
NEON.PLA.D16.WREF.04342,2017-10-20,small tree,4.6
NEON.PLA.D16.WREF.08380,2024-08-20,small tree,1.1
NEON.PLA.D16.WREF.02179,2020-11-03,small tree,5.1
NEON.PLA.D16.WREF.03463,2021-10-18,single bole tree,11.7
NEON.PLA.D16.WREF.03465,2023-10-17,single bole tree,10.7
NEON.PLA.D16.WREF.09171,2019-12-03,single bole tree,14.5
NEON.PLA.D16.WREF.04651,2017-10-23,multi-bole tree,14
NEON.PLA.D16.WREF.05735,2020-10-19,small tree,5.6
NEON.PLA.D16.WREF.05730,2017-10-26,small tree,1.3
NEON.PLA.D16.WREF.05124,2017-10-23,small tree,4.5
NEON.PLA.D16.WREF.04655,2023-10-24,single bole tree,34.3
NEON.PLA.D16.WREF.03422,2017-10-31,small tree,3
NEON.PLA.D16.WREF.08782,2019-11-19,small tree,4.1
NEON.PLA.D16.WREF.05466,2017-10-31,small tree,8.3
NEON.PLA.D16.WREF.04725,2020-09-30,small tree,1.6
NEON.PLA.D16.WREF.08899,2022-11-14,small tree,5.3
