individual_id,date,growth_form,stem_diameter
NEON.PLA.D16.WREF.04803,2023-10-30,single bole tree,135.7
NEON.PLA.D16.WREF.05759,2022-09-22,small tree,4
NEON.PLA.D16.WREF.09938,2019-12-05,small tree,1.8
NEON.PLA.D16.WREF.03263,2021-10-19,small tree,4.2
NEON.PLA.D16.WREF.08740,2019-11-14,single bole tree,12.2
NEON.PLA.D16.WREF.04310,2017-10-25,small tree,8
NEON.PLA.D16.WREF.09159,2019-12-04,small tree,3.3
NEON.PLA.D16.WREF.08688,2022-10-19,single bole tree,18.9
NEON.PLA.D16.WREF.04349,2017-10-20,small tree,1
NEON.PLA.D16.WREF.05353,2021-04-05,single bole tree,28.6
NEON.PLA.D16.WREF.07220,2022-10-27,single bole tree,14.9
NEON.PLA.D16.WREF.08787,2019-11-19,small tree,4.3
NEON.PLA.D16.WREF.04096,2020-10-06,single bole tree,39.8
NEON.PLA.D16.WREF.08708,2019-11-19,single bole tree,87.6
NEON.PLA.D16.WREF.09187,2022-10-27,small tree,5.7
NEON.PLA.D16.WREF.03264,2023-10-04,single bole tree,19.3
NEON.PLA.D16.WREF.04629,2021-10-25,single bole tree,12.5
NEON.PLA.D16.WREF.07793,2022-10-27,single shrub,1.4
NEON.PLA.D16.WREF.04486,2024-08-20,small tree,5.6
NEON.PLA.D16.WREF.09122A,2019-12-04,multi-bole tree,9.9
NEON.PLA.D16.WREF.09118,2022-11-14,single bole tree,37.4
NEON.PLA.D16.WREF.04631,2017-10-23,single bole tree,15.7
NEON.PLA.D16.WREF.04628,2019-12-09,single bole tree,124
NEON.PLA.D16.WREF.03705,2022-09-28,single bole tree,30.7
NEON.PLA.D16.WREF.02323,2017-10-31,single bole tree,23.9
NEON.PLA.D16.WREF.03703,2023-10-17,single bole tree,11
NEON.PLA.D16.WREF.05788,2021-03-01,single bole tree,18
NEON.PLA.D16.WREF.07105,2019-11-14,single bole tree,21.7
NEON.PLA.D16.WREF.04377,2021-04-02,small tree,3
NEON.PLA.D16.WREF.09780,2022-11-02,single bole tree,63.1
NEON.PLA.D16.WREF.04147,2021-04-02,single bole tree,65.8
NEON.PLA.D16.WREF.05899,2019-11-20,single shrub,1.2
NEON.PLA.D16.WREF.07493,2019-12-05,small tree,3.6
NEON.PLA.D16.WREF.05599,2020-09-30,small tree,2.7
NEON.PLA.D16.WREF.05351,2017-10-31,single bole tree,11.1
NEON.PLA.D16.WREF.04890,2021-01-20,single bole tree,91.7
NEON.PLA.D16.WREF.02005,2017-11-01,small tree,5
NEON.PLA.D16.WREF.03625,2022-09-28,single bole tree,22.6
NEON.PLA.D16.WREF.04420,2019-11-19,single bole tree,45.6
NEON.PLA.D16.WREF.05387,2017-10-31,single bole tree,16.5
NEON.PLA.D16.WREF.08678,2019-11-19,single bole tree,24.6
NEON.PLA.D16.WREF.05516,2017-10-25,single bole tree,13.1
