individual_id,date,growth_form,stem_diameter
NEON.PLA.D16.WREF.04465,2024-08-20,single bole tree,19.2
NEON.PLA.D16.WREF.05479,2017-10-31,small tree,3.2
NEON.PLA.D16.WREF.03427,2024-09-04,single bole tree,16.8
NEON.PLA.D16.WREF.04648,2020-11-02,single bole tree,91.3
NEON.PLA.D16.WREF.03641,2022-09-28,small tree,2.4
NEON.PLA.D16.WREF.05673,2019-12-04,single bole tree,27.7
NEON.PLA.D16.WREF.09766,2019-12-05,single shrub,1.1
NEON.PLA.D16.WREF.04423,2023-09-18,single bole tree,15.2
NEON.PLA.D16.WREF.05355,2017-10-31,single bole tree,14.5
NEON.PLA.D16.WREF.09792,2019-12-05,small tree,6.4
NEON.PLA.D16.WREF.03231,2020-10-21,single bole tree,24.5
NEON.PLA.D16.WREF.04197,2023-10-25,small tree,2.5
NEON.PLA.D16.WREF.05716,2021-10-14,single bole tree,20.1
NEON.PLA.D16.WREF.05335,2019-12-03,single bole tree,42.2
NEON.PLA.D16.WREF.05743,2024-08-19,single bole tree,19.6
NEON.PLA.D16.WREF.04482,2022-09-27,small tree,3
NEON.PLA.D16.WREF.02005,2020-10-22,small tree,4.6
NEON.PLA.D16.WREF.04633,2020-10-29,single bole tree,12.9
NEON.PLA.D16.WREF.04485,2019-11-19,small tree,9.9
NEON.PLA.D16.WREF.04465,2019-11-19,single bole tree,19.3
NEON.PLA.D16.WREF.03296,2017-10-20,small tree,6.1
NEON.PLA.D16.WREF.05731,2023-09-19,small tree,1.6
NEON.PLA.D16.WREF.08745,2019-11-14,single bole tree,10.1
NEON.PLA.D16.WREF.04477,2024-08-20,small tree,1.8
NEON.PLA.D16.WREF.02425A,2021-03-01,multi-bole tree,8.8
NEON.PLA.D16.WREF.04141A,2020-09-30,multi-bole tree,8
NEON.PLA.D16.WREF.04939,2021-04-06,single bole tree,11.3
NEON.PLA.D16.WREF.05595,2020-09-30,small tree,3.4
NEON.PLA.D16.WREF.03708,2021-10-18,single bole tree,37.6
NEON.PLA.D16.WREF.09147,2019-12-04,single bole tree,22.3
NEON.PLA.D16.WREF.05144,2023-10-30,single bole tree,66.7
NEON.PLA.D16.WREF.07583,2019-11-26,single bole tree,11.8
NEON.PLA.D16.WREF.05254,2021-03-30,single bole tree,12.6
NEON.PLA.D16.WREF.07534,2019-12-03,small tree,4.7
NEON.PLA.D16.WREF.05537,2017-10-25,small tree,2.4
NEON.PLA.D16.WREF.05119,2017-10-23,small tree,4.5
NEON.PLA.D16.WREF.04247,2017-10-24,small tree,1.8
NEON.PLA.D16.WREF.02007,2020-10-22,single bole tree,15.1
NEON.PLA.D16.WREF.07501,2019-12-04,single bole tree,12.4
NEON.PLA.D16.WREF.04113,2017-10-24,small tree,1.1
NEON.PLA.D16.WREF.04636,2017-10-23,single bole tree,19.1
NEON.PLA.D16.WREF.03455,2020-09-03,single bole tree,16.6
NEON.PLA.D16.WREF.05494,2021-04-05,single bole tree,11.9
NEON.PLA.D16.WREF.07626,2022-10-26,small tree,4.4
NEON.PLA.D16.WREF.07684,2019-11-20,single bole tree,41.4
NEON.PLA.D16.WREF.09125,2019-12-04,single bole tree,11.1
NEON.PLA.D16.WREF.03708,2024-09-04,single bole tree,34.7
NEON.PLA.D16.WREF.08693,2019-11-19,single bole tree,14.3
