individual_id,date,growth_form,stem_diameter
NEON.PLA.D16.WREF.05763,2022-09-22,single bole tree,47.9
NEON.PLA.D16.WREF.04015,2021-03-01,single bole tree,15.1
NEON.PLA.D16.WREF.09788,2022-11-02,single bole tree,58.8
NEON.PLA.D16.WREF.05757,2017-10-26,small tree,3.8
NEON.PLA.D16.WREF.05230,2017-10-31,small tree,2.8
NEON.PLA.D16.WREF.07290,2022-10-27,small tree,4.3
NEON.PLA.D16.WREF.04972,2017-10-16,small tree,4.2
NEON.PLA.D16.WREF.07606,2022-10-26,single bole tree,39.8
NEON.PLA.D16.WREF.08618,2022-11-08,single bole tree,40.5
NEON.PLA.D16.WREF.09158,2019-12-04,multi-bole tree,13.3
NEON.PLA.D16.WREF.03626,2024-09-04,single bole tree,12.8
NEON.PLA.D16.WREF.04790,2021-03-23,small tree,1.6
NEON.PLA.D16.WREF.02077,2020-10-22,single bole tree,28.8
NEON.PLA.D16.WREF.04693,2019-12-09,small tree,1.5
NEON.PLA.D16.WREF.07663,2019-11-20,single bole tree,18.2
NEON.PLA.D16.WREF.05738,2021-10-14,small tree,2.4
NEON.PLA.D16.WREF.02006,2017-11-01,small tree,5.2
NEON.PLA.D16.WREF.07089,2020-11-04,small tree,5
NEON.PLA.D16.WREF.02428,2021-03-01,single bole tree,20.3
NEON.PLA.D16.WREF.03671,2019-12-04,single bole tree,15.6
NEON.PLA.D16.WREF.07247,2022-10-27,single bole tree,16.2
NEON.PLA.D16.WREF.03208,2019-12-04,single bole tree,10.8
NEON.PLA.D16.WREF.04980,2017-10-16,small tree,9.1
NEON.PLA.D16.WREF.03672,2019-12-04,single bole tree,17.9
NEON.PLA.D16.WREF.07764,2022-10-27,small tree,1.4
NEON.PLA.D16.WREF.04412,2020-10-19,single bole tree,18.5
NEON.PLA.D16.WREF.03229,2021-10-19,single bole tree,14.9
NEON.PLA.D16.WREF.07655,2022-10-19,single bole tree,86.8
NEON.PLA.D16.WREF.05211,2017-10-31,small tree,4.5
NEON.PLA.D16.WREF.07252,2022-10-27,single bole tree,16.1
NEON.PLA.D16.WREF.08000,2022-10-13,single bole tree,10.5
NEON.PLA.D16.WREF.02134,2017-10-26,small tree,2.5
NEON.PLA.D16.WREF.07502,2023-05-16,single bole tree,17.3
NEON.PLA.D16.WREF.04389,2017-10-20,small tree,9.9
NEON.PLA.D16.WREF.08698,2019-11-19,single bole tree,18.7
NEON.PLA.D16.WREF.05568,2017-10-24,small tree,3.2
NEON.PLA.D16.WREF.04477,2021-10-14,small tree,1.9
NEON.PLA.D16.WREF.09140,2022-11-14,single bole tree,11.1
NEON.PLA.D16.WREF.04680,2024-09-11,small tree,5.3
NEON.PLA.D16.WREF.05071,2019-11-14,small tree,1.1
NEON.PLA.D16.WREF.03283,2023-10-30,single bole tree,67.3
NEON.PLA.D16.WREF.04682,2022-10-13,single bole tree,51.5
NEON.PLA.D16.WREF.07237,2022-10-27,single bole tree,16
NEON.PLA.D16.WREF.04620,2024-09-11,single bole tree,43.5
NEON.PLA.D16.WREF.02191,2020-11-03,single shrub,2.7
NEON.PLA.D16.WREF.04693,2022-10-13,small tree,1.2
NEON.PLA.D16.WREF.02227,2020-11-04,single bole tree,30.7
NEON.PLA.D16.WREF.04603,2020-11-03,single bole tree,62.2
NEON.PLA.D16.WREF.04982,2021-04-06,single bole tree,12.7
NEON.PLA.D16.WREF.04647,2019-12-09,single bole tree,23.3
NEON.PLA.D16.WREF.04628,2024-09-11,single bole tree,125.4
NEON.PLA.D16.WREF.07233,2022-10-27,single bole tree,17.6
NEON.PLA.D16.WREF.08654,2022-11-08,small tree,1.5
NEON.PLA.D16.WREF.03205,2023-10-04,single bole tree,40.5
NEON.PLA.D16.WREF.03647,2022-09-28,single bole tree,37.8
NEON.PLA.D16.WREF.05805,2019-07-22,single bole tree,95.4
NEON.PLA.D16.WREF.03296,2020-10-14,small tree,6
NEON.PLA.D16.WREF.03711,2021-10-18,small tree,6.3
NEON.PLA.D16.WREF.07759,2022-10-27,small tree,8.5
NEON.PLA.D16.WREF.02005,2020-10-22,small tree,5.2
NEON.PLA.D16.WREF.05734,2020-10-19,small tree,3.1
NEON.PLA.D16.WREF.04442,2022-09-26,single bole tree,33.8
NEON.PLA.D16.WREF.05448,2021-04-05,small tree,3.8
NEON.PLA.D16.WREF.07523,2022-11-14,single bole tree,10.9
NEON.PLA.D16.WREF.04632,2017-10-23,single bole tree,73.2
NEON.PLA.D16.WREF.04514,2022-10-18,small tree,2
NEON.PLA.D16.WREF.04668C,2022-10-13,multi-bole tree,4.9
